Lipid ID	Level	Name	Abbreviation*	Synonyms*	Lipid class*	Parent	Components*	SMILES (pH7.3)	InChI (pH7.3)	InChI key (pH7.3)	Formula (pH7.3)	Charge (pH7.3)	Mass (pH7.3)	Exact Mass (neutral form)	Exact m/z of [M.]+	Exact m/z of [M+H]+	Exact m/z of [M+K]+	Exact m/z of [M+Na]+	Exact m/z of [M+Li]+	Exact m/z of [M+NH4]+	Exact m/z of [M-H]-	Exact m/z of [M+Cl]-	Exact m/z of [M+OAc]-	CHEBI	LIPID MAPS	HMDB	PMID
SLM:000390843	Species	Sphingomyelin (t42:0)	SM(t42:0)	SM42:0-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H97N2O7P	0	833.256	832.70334	832.702791	833.710616	871.666498	855.692561	839.718795	850.737166		867.672741	891.717193				
SLM:000390844	Species	Sphingomyelin (t43:6)	SM(t43:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H87N2O7P	0	835.1873	834.62509	834.624541	835.632366	873.588248	857.614311	841.640545	852.658915		869.594491	893.638943				
SLM:000390845	Species	Sphingomyelin (d44:5)	SM(d44:5)	SM44:5	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H91N2O6P	0	835.2304	834.661475	834.660927	835.668752	873.624633	857.650696	841.676931	852.695301		869.630876	893.675328				
SLM:000390846	Species	Sphingomyelin (t43:5)	SM(t43:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H89N2O7P	0	837.2032	836.64074	836.640191	837.648016	875.603898	859.629961	843.656195	854.674565		871.610141	895.654593				
SLM:000390847	Species	Sphingomyelin (d44:4)	SM(d44:4)	SM44:4	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H93N2O6P	0	837.2463	836.677125	836.676577	837.684402	875.640284	859.666346	843.692581	854.710951		871.646527	895.690978				
SLM:000390848	Species	Sphingomyelin (t43:4)	SM(t43:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H91N2O7P	0	839.2191	838.65639	838.655841	839.663666	877.619548	861.645611	845.671845	856.690215		873.625791	897.670243				
SLM:000390849	Species	Sphingomyelin (d44:2)	SM(d44:2)	SM44:2	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H97N2O6P	0	841.278	840.708425	840.707877	841.715702	879.671584	863.697646	847.723881	858.742251		875.677827	899.722278				
SLM:000390850	Species	Sphingomyelin (d44:1)	SM(d44:1)	SM44:1	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H99N2O6P	0	843.2939	842.724075	842.723527	843.731352	881.687234	865.713297	849.739531	860.757901		877.693477	901.737928				
SLM:000390851	Species	Sphingomyelin (d45:7)	SM(d45:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H89N2O6P	0	845.2252	844.645825	844.645277	845.653102	883.608983	867.635046	851.661281	862.679651		879.615226	903.659678				
SLM:000390852	Species	Sphingomyelin (t43:1)	SM(t43:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H97N2O7P	0	845.2667	844.70334	844.702791	845.710616	883.666498	867.692561	851.718795	862.737166		879.672741	903.717193				
SLM:000390853	Species	Sphingomyelin (d44:0)	SM(d44:0)	SM44:0	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H101N2O6P	0	845.3098	844.739726	844.739177	845.747002	883.702884	867.728947	851.755181	862.773551		879.709127	903.753578				
SLM:000390854	Species	Sphingomyelin (d45:6)	SM(d45:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H91N2O6P	0	847.2411	846.661475	846.660927	847.668752	885.624633	869.650696	853.676931	864.695301		881.630876	905.675328				
SLM:000390855	Species	Sphingomyelin (t43:0)	SM(t43:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H99N2O7P	0	847.2826	846.71899	846.718441	847.726266	885.682148	869.708211	853.734446	864.752816		881.688391	905.732843				
SLM:000390856	Species	Sphingomyelin (t44:6)	SM(t44:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H89N2O7P	0	849.2139	848.64074	848.640191	849.648016	887.603898	871.629961	855.656195	866.674565		883.610141	907.654593				
SLM:000390857	Species	Sphingomyelin (d45:5)	SM(d45:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H93N2O6P	0	849.257	848.677125	848.676577	849.684402	887.640284	871.666346	855.692581	866.710951		883.646527	907.690978				
SLM:000390858	Species	Sphingomyelin (t44:5)	SM(t44:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H91N2O7P	0	851.2298	850.65639	850.655841	851.663666	889.619548	873.645611	857.671845	868.690215		885.625791	909.670243				
SLM:000390859	Species	Sphingomyelin (d45:4)	SM(d45:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H95N2O6P	0	851.2729	850.692775	850.692227	851.700052	889.655934	873.681996	857.708231	868.726601		885.662177	909.706628				
SLM:000390860	Species	Sphingomyelin (t44:4)	SM(t44:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H93N2O7P	0	853.2457	852.67204	852.671491	853.679316	891.635198	875.661261	859.687495	870.705865		887.641441	911.685893				
SLM:000390861	Species	Sphingomyelin (d45:1)	SM(d45:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H101N2O6P	0	857.3205	856.739726	856.739177	857.747002	895.702884	879.728947	863.755181	874.773551		891.709127	915.753578				
SLM:000390862	Species	Sphingomyelin (d46:7)	SM(d46:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H91N2O6P	0	859.2518	858.661475	858.660927	859.668752	897.624633	881.650696	865.676931	876.695301		893.630876	917.675328				
SLM:000390863	Species	Sphingomyelin (t44:1)	SM(t44:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H99N2O7P	0	859.2933	858.71899	858.718441	859.726266	897.682148	881.708211	865.734446	876.752816		893.688391	917.732843				
SLM:000390864	Species	Sphingomyelin (d45:0)	SM(d45:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H103N2O6P	0	859.3364	858.755376	858.754827	859.762652	897.718534	881.744597	865.770831	876.789201		893.724777	917.769228				
SLM:000390865	Species	Sphingomyelin (d46:6)	SM(d46:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H93N2O6P	0	861.2677	860.677125	860.676577	861.684402	899.640284	883.666346	867.692581	878.710951		895.646527	919.690978				
SLM:000390866	Species	Sphingomyelin (t44:0)	SM(t44:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H101N2O7P	0	861.3092	860.73464	860.734092	861.741917	899.697798	883.723861	867.750096	878.768466		895.704041	919.748493				
SLM:000390867	Species	Sphingomyelin (t45:6)	SM(t45:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H91N2O7P	0	863.2405	862.65639	862.655841	863.663666	901.619548	885.645611	869.671845	880.690215		897.625791	921.670243				
SLM:000390868	Species	Sphingomyelin (d46:5)	SM(d46:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H95N2O6P	0	863.2836	862.692775	862.692227	863.700052	901.655934	885.681996	869.708231	880.726601		897.662177	921.706628				
SLM:000390869	Species	Sphingomyelin (t45:5)	SM(t45:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H93N2O7P	0	865.2564	864.67204	864.671491	865.679316	903.635198	887.661261	871.687495	882.705865		899.641441	923.685893				
SLM:000390870	Species	Sphingomyelin (d46:4)	SM(d46:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H97N2O6P	0	865.2994	864.708425	864.707877	865.715702	903.671584	887.697646	871.723881	882.742251		899.677827	923.722278				
SLM:000390871	Species	Sphingomyelin (t45:4)	SM(t45:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H95N2O7P	0	867.2723	866.68769	866.687141	867.694966	905.650848	889.676911	873.703145	884.721515		901.657091	925.701543				
SLM:000390872	Species	Sphingomyelin (d46:2)	SM(d46:2)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H101N2O6P	0	869.3312	868.739726	868.739177	869.747002	907.702884	891.728947	875.755181	886.773551		903.709127	927.753578				
SLM:000390873	Species	Sphingomyelin (d46:1)	SM(d46:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H103N2O6P	0	871.3471	870.755376	870.754827	871.762652	909.718534	893.744597	877.770831	888.789201		905.724777	929.769228				
SLM:000390874	Species	Sphingomyelin (d47:7)	SM(d47:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H93N2O6P	0	873.2784	872.677125	872.676577	873.684402	911.640284	895.666346	879.692581	890.710951		907.646527	931.690978				
SLM:000390875	Species	Sphingomyelin (d46:0)	SM(d46:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H105N2O6P	0	873.363	872.771026	872.770477	873.778302	911.734184	895.760247	879.786481	890.804851		907.740427	931.784879				
SLM:000390876	Species	Sphingomyelin (d47:6)	SM(d47:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H95N2O6P	0	875.2943	874.692775	874.692227	875.700052	913.655934	897.681996	881.708231	892.726601		909.662177	933.706628				
SLM:000390877	Species	Sphingomyelin (t45:0)	SM(t45:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C50H103N2O7P	0	875.3358	874.75029	874.749742	875.757567	913.713448	897.739511	881.765746	892.784116		909.719691	933.764143				
SLM:000390878	Species	Sphingomyelin (t46:6)	SM(t46:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H93N2O7P	0	877.2671	876.67204	876.671491	877.679316	915.635198	899.661261	883.687495	894.705865		911.641441	935.685893				
SLM:000390879	Species	Sphingomyelin (d47:5)	SM(d47:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H97N2O6P	0	877.3101	876.708425	876.707877	877.715702	915.671584	899.697646	883.723881	894.742251		911.677827	935.722278				
SLM:000390880	Species	Sphingomyelin (t46:5)	SM(t46:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H95N2O7P	0	879.283	878.68769	878.687141	879.694966	917.650848	901.676911	885.703145	896.721515		913.657091	937.701543				
SLM:000390881	Species	Sphingomyelin (d47:4)	SM(d47:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H99N2O6P	0	879.326	878.724075	878.723527	879.731352	917.687234	901.713297	885.739531	896.757901		913.693477	937.737928				
SLM:000390882	Species	Sphingomyelin (t46:4)	SM(t46:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H97N2O7P	0	881.2988	880.70334	880.702791	881.710616	919.666498	903.692561	887.718795	898.737166		915.672741	939.717193				
SLM:000390883	Species	Sphingomyelin (d47:1)	SM(d47:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H105N2O6P	0	885.3737	884.771026	884.770477	885.778302	923.734184	907.760247	891.786481	902.804851		919.740427	943.784879				
SLM:000390884	Species	Sphingomyelin (d48:7)	SM(d48:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H95N2O6P	0	887.305	886.692775	886.692227	887.700052	925.655934	909.681996	893.708231	904.726601		921.662177	945.706628				
SLM:000390885	Species	Sphingomyelin (t46:1)	SM(t46:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H103N2O7P	0	887.3465	886.75029	886.749742	887.757567	925.713448	909.739511	893.765746	904.784116		921.719691	945.764143				
SLM:000390886	Species	Sphingomyelin (d47:0)	SM(d47:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H107N2O6P	0	887.3895	886.786676	886.786127	887.793952	925.749834	909.775897	893.802131	904.820501		921.756077	945.800529				
SLM:000390887	Species	Sphingomyelin (d48:6)	SM(d48:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H97N2O6P	0	889.3208	888.708425	888.707877	889.715702	927.671584	911.697646	895.723881	906.742251		923.677827	947.722278				
SLM:000390888	Species	Sphingomyelin (t46:0)	SM(t46:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C51H105N2O7P	0	889.3624	888.76594	888.765392	889.773217	927.729099	911.755161	895.781396	906.799766		923.735342	947.779793				
SLM:000390889	Species	Sphingomyelin (t47:6)	SM(t47:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H95N2O7P	0	891.2937	890.68769	890.687141	891.694966	929.650848	913.676911	897.703145	908.721515		925.657091	949.701543				
SLM:000390890	Species	Sphingomyelin (d48:5)	SM(d48:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H99N2O6P	0	891.3367	890.724075	890.723527	891.731352	929.687234	913.713297	897.739531	908.757901		925.693477	949.737928				
SLM:000390891	Species	Sphingomyelin (t47:5)	SM(t47:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H97N2O7P	0	893.3095	892.70334	892.702791	893.710616	931.666498	915.692561	899.718795	910.737166		927.672741	951.717193				
SLM:000390892	Species	Sphingomyelin (d48:4)	SM(d48:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H101N2O6P	0	893.3526	892.739726	892.739177	893.747002	931.702884	915.728947	899.755181	910.773551		927.709127	951.753578				
SLM:000390893	Species	Sphingomyelin (t47:4)	SM(t47:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H99N2O7P	0	895.3254	894.71899	894.718441	895.726266	933.682148	917.708211	901.734446	912.752816		929.688391	953.732843				
SLM:000390894	Species	Sphingomyelin (d48:1)	SM(d48:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H107N2O6P	0	899.4002	898.786676	898.786127	899.793952	937.749834	921.775897	905.802131	916.820501		933.756077	957.800529				
SLM:000390895	Species	Sphingomyelin (d49:7)	SM(d49:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C54H97N2O6P	0	901.3315	900.708425	900.707877	901.715702	939.671584	923.697646	907.723881	918.742251		935.677827	959.722278				
SLM:000390896	Species	Sphingomyelin (d48:0)	SM(d48:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H109N2O6P	0	901.4161	900.802326	900.801777	901.809602	939.765484	923.791547	907.817781	918.836151		935.771727	959.816179				
SLM:000390897	Species	Sphingomyelin (d49:6)	SM(d49:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C54H99N2O6P	0	903.3474	902.724075	902.723527	903.731352	941.687234	925.713297	909.739531	920.757901		937.693477	961.737928				
SLM:000390898	Species	Sphingomyelin (t47:0)	SM(t47:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C52H107N2O7P	0	903.3889	902.78159	902.781042	903.788867	941.744749	925.770811	909.797046	920.815416		937.750992	961.795443				
SLM:000390899	Species	Sphingomyelin (t48:6)	SM(t48:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H97N2O7P	0	905.3202	904.70334	904.702791	905.710616	943.666498	927.692561	911.718795	922.737166		939.672741	963.717193				
SLM:000390900	Species	Sphingomyelin (d49:5)	SM(d49:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C54H101N2O6P	0	905.3633	904.739726	904.739177	905.747002	943.702884	927.728947	911.755181	922.773551		939.709127	963.753578				
SLM:000390901	Species	Sphingomyelin (t48:5)	SM(t48:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H99N2O7P	0	907.3361	906.71899	906.718441	907.726266	945.682148	929.708211	913.734446	924.752816		941.688391	965.732843				
SLM:000390902	Species	Sphingomyelin (d49:4)	SM(d49:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C54H103N2O6P	0	907.3792	906.755376	906.754827	907.762652	945.718534	929.744597	913.770831	924.789201		941.724777	965.769228				
SLM:000390903	Species	Sphingomyelin (t48:4)	SM(t48:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H101N2O7P	0	909.352	908.73464	908.734092	909.741917	947.697798	931.723861	915.750096	926.768466		943.704041	967.748493				
SLM:000390904	Species	Sphingomyelin (d50:7)	SM(d50:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H99N2O6P	0	915.3581	914.724075	914.723527	915.731352	953.687234	937.713297	921.739531	932.757901		949.693477	973.737928				
SLM:000390905	Species	Sphingomyelin (d50:6)	SM(d50:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H101N2O6P	0	917.374	916.739726	916.739177	917.747002	955.702884	939.728947	923.755181	934.773551		951.709127	975.753578				
SLM:000390906	Species	Sphingomyelin (t48:0)	SM(t48:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C53H109N2O7P	0	917.4155	916.79724	916.796692	917.804517	955.760399	939.786461	923.812696	934.831066		951.766642	975.811093				
SLM:000390907	Species	Sphingomyelin (t49:6)	SM(t49:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C54H99N2O7P	0	919.3468	918.71899	918.718441	919.726266	957.682148	941.708211	925.734446	936.752816		953.688391	977.732843				
SLM:000390908	Species	Sphingomyelin (d50:5)	SM(d50:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H103N2O6P	0	919.3899	918.755376	918.754827	919.762652	957.718534	941.744597	925.770831	936.789201		953.724777	977.769228				
SLM:000390909	Species	Sphingomyelin (t49:5)	SM(t49:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C54H101N2O7P	0	921.3627	920.73464	920.734092	921.741917	959.697798	943.723861	927.750096	938.768466		955.704041	979.748493				
SLM:000390910	Species	Sphingomyelin (d50:4)	SM(d50:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H105N2O6P	0	921.4058	920.771026	920.770477	921.778302	959.734184	943.760247	927.786481	938.804851		955.740427	979.784879				
SLM:000390911	Species	Sphingomyelin (t49:4)	SM(t49:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C54H103N2O7P	0	923.3786	922.75029	922.749742	923.757567	961.713448	945.739511	929.765746	940.784116		957.719691	981.764143				
SLM:000390912	Species	Sphingomyelin (d50:1)	SM(d50:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H111N2O6P	0	927.4534	926.817976	926.817427	927.825252	965.781134	949.807197	933.833431	944.851801		961.787377	985.831829				
SLM:000390913	Species	Sphingomyelin (d51:7)	SM(d51:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C56H101N2O6P	0	929.3847	928.739726	928.739177	929.747002	967.702884	951.728947	935.755181	946.773551		963.709127	987.753578				
SLM:000390914	Species	Sphingomyelin (d50:0)	SM(d50:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H113N2O6P	0	929.4693	928.833626	928.833077	929.840902	967.796784	951.822847	935.849081	946.867451		963.803027	987.847479				
SLM:000390915	Species	Sphingomyelin (d51:6)	SM(d51:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C56H103N2O6P	0	931.4006	930.755376	930.754827	931.762652	969.718534	953.744597	937.770831	948.789201		965.724777	989.769228				
SLM:000390916	Species	Sphingomyelin (t50:6)	SM(t50:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H101N2O7P	0	933.3734	932.73464	932.734092	933.741917	971.697798	955.723861	939.750096	950.768466		967.704041	991.748493				
SLM:000390917	Species	Sphingomyelin (d51:5)	SM(d51:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C56H105N2O6P	0	933.4165	932.771026	932.770477	933.778302	971.734184	955.760247	939.786481	950.804851		967.740427	991.784879				
SLM:000390918	Species	Sphingomyelin (t50:5)	SM(t50:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H103N2O7P	0	935.3893	934.75029	934.749742	935.757567	973.713448	957.739511	941.765746	952.784116		969.719691	993.764143				
SLM:000390919	Species	Sphingomyelin (d51:4)	SM(d51:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C56H107N2O6P	0	935.4323	934.786676	934.786127	935.793952	973.749834	957.775897	941.802131	952.820501		969.756077	993.800529				
SLM:000390920	Species	Sphingomyelin (t50:4)	SM(t50:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H105N2O7P	0	937.4052	936.76594	936.765392	937.773217	975.729099	959.755161	943.781396	954.799766		971.735342	995.779793				
SLM:000390921	Species	Sphingomyelin (d52:7)	SM(d52:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C57H103N2O6P	0	943.4113	942.755376	942.754827	943.762652	981.718534	965.744597	949.770831	960.789201		977.724777	1001.769228				
SLM:000390922	Species	Sphingomyelin (d52:6)	SM(d52:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C57H105N2O6P	0	945.4272	944.771026	944.770477	945.778302	983.734184	967.760247	951.786481	962.804851		979.740427	1003.784879				
SLM:000390923	Species	Sphingomyelin (t50:0)	SM(t50:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C55H113N2O7P	0	945.4687	944.828541	944.827992	945.835817	983.791699	967.817762	951.843996	962.862366		979.797942	1003.842393				
